date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental
2020-11-19,86.9,13.6,19.1,6.9,19.0,11.0,90.5,0.0,0.0,4.2,7.3, 34590 
2020-11-20,0.0,2.8,7.0,0.3,23.0,14.0,74.3,0.0,0.0,3.2,5.6, 60332 
2020-11-21,0.2,6.5,12.8,-0.3,28.0,20.0,67.9,6.6,66.0,2.1,4.8, 60290 
2020-11-22,4.8,5.6,9.1,1.5,28.0,20.0,80.5,0.4,4.0,2.5,5.7, 34828 
2020-11-23,,1.7,5.9,-1.5,27.0,17.0,61.4,9.2,92.0,2.3,4.9, 58766 
2020-11-24,,2.9,6.4,0.2,28.0,17.0,54.5,1.3,13.1,1.8,3.8, 61865 
2020-11-25,,4.6,9.5,0.0,38.0,24.0,64.1,4.6,46.5,1.5,3.0, 64921 
2020-11-26,,5.6,10.9,1.9,58.0,38.0,66.5,6.6,66.7,1.7,3.6, 64297 
2020-11-27,0.0,4.1,7.7,0.6,45.0,30.0,61.6,5.0,50.5,2.7,5.3, 58092 
2020-11-28,,-0.1,2.8,-2.3,24.0,14.0,50.0,9.0,91.8,2.8,5.3, 38492 
2020-11-29,,-0.6,2.6,-3.6,26.0,16.0,59.6,1.5,15.3,2.2,4.5, 32211 
2020-11-30,,-0.2,4.3,-3.6,28.0,18.0,57.8,9.1,92.9,1.9,4.6, 49925 
2020-12-01,,1.1,6.7,-3.6,32.0,21.0,44.5,7.3,74.5,1.9,4.0, 53885 
2020-12-02,,2.4,6.1,0.5,34.0,20.0,41.4,3.4,34.7,1.8,3.9, 55611 
2020-12-03,,0.7,4.2,-2.3,26.0,17.0,47.1,9.1,93.8,2.7,4.9, 51533 
2020-12-04,,-0.6,4.4,-4.6,30.0,19.0,53.8,9.0,92.8,1.8,4.3, 50915 
2020-12-05,,2.1,6.6,-2.2,36.0,23.0,63.1,5.1,52.6,1.7,3.9, 42953 
2020-12-06,,4.5,9.1,1.2,45.0,33.0,66.9,6.0,61.9,1.8,4.3, 40616 
2020-12-07,,3.4,6.3,-0.7,56.0,41.0,57.5,7.4,76.3,2.6,5.6, 49809 
2020-12-08,,-0.5,4.1,-3.5,23.0,14.0,50.0,8.7,89.7,2.0,3.9, 47614 
2020-12-09,,1.5,6.2,-4.1,39.0,25.0,55.1,5.9,60.8,1.5,3.0, 50476 
2020-12-10,0.0,5.8,9.3,3.2,63.0,44.0,69.9,1.1,11.5,1.7,3.5, 53421 
2020-12-11,,5.3,9.4,2.6,109.0,75.0,77.1,2.4,25.0,1.8,4.5, 53536 
2020-12-12,,2.3,6.1,-0.3,56.0,35.0,51.3,8.6,89.6,2.1,4.8, 42146 
2020-12-13,2.9,-1.1,2.0,-6.0,36.0,25.0,74.9,1.1,11.5,2.9,6.1, 14362 
2020-12-14,,-7.7,-5.0,-9.7,23.0,12.0,49.1,8.9,92.7,3.4,5.3, 28030 
2020-12-15,,-8.3,-4.6,-11.1,19.0,11.0,43.0,9.0,93.8,2.8,5.2, 28028 
2020-12-16,,-8.3,-3.9,-11.2,22.0,13.0,43.9,9.0,93.8,2.6,4.6, 27678 
2020-12-17,0.0,-4.9,0.8,-11.1,30.0,20.0,47.0,9.0,93.8,1.7,3.7, 32315 
2020-12-18,0.2,-2.1,1.8,-6.4,36.0,24.0,57.0,5.5,57.3,3.0,5.4, 30195 
2020-12-19,,-5.1,-1.2,-9.6,27.0,14.0,45.1,9.0,93.8,2.4,5.1, 24130 
2020-12-20,,-3.7,1.1,-8.2,27.0,16.0,50.4,9.1,94.8,2.0,4.4, 23442 
2020-12-21,,-1.0,4.7,-6.0,42.0,29.0,64.1,8.8,91.7,1.6,3.7, 37286 
2020-12-22,,2.0,7.2,-2.5,56.0,39.0,67.6,5.2,54.2,2.0,4.7, 42486 
2020-12-23,0.0,4.5,8.5,-0.4,72.0,51.0,76.6,1.7,17.7,2.3,5.1, 42218 
2020-12-24,,2.6,6.1,-2.0,67.0,39.0,61.5,7.9,82.3,2.9,6.5, 41102 
2020-12-25,,-0.8,3.5,-4.7,30.0,16.0,51.9,9.0,93.8,2.1,4.7, 28600 
2020-12-26,,2.2,8.0,-2.1,58.0,31.0,65.8,8.2,85.4,1.8,3.9, 37137 
2020-12-27,0.0,5.8,10.0,1.4,70.0,42.0,62.9,5.9,61.5,1.8,2.8, 37103 
2020-12-28,1.3,6.7,11.4,4.2,66.0,44.0,72.1,8.0,83.3,1.4,3.1, 46912 
2020-12-29,0.2,0.1,4.3,-6.2,69.0,46.0,70.8,0.0,0.0,2.9,6.1, 35747 
2020-12-30,,-10.9,-6.2,-12.9,39.0,15.0,55.5,8.3,86.5,4.1,6.2, 22488 
2020-12-31,0.0,-8.9,-5.0,-12.9,28.0,12.0,53.9,6.0,62.5,2.4,4.2, 24535 
